Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
393491,2020-11-22 20:10:33,4476840372112,fraud_Volkman PLC,food_dining,23.77,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,655b87da8bf09f398a570007bd5c9c6f,1385151033,35.477862,-86.01894,0
185495,2020-08-25 03:47:49,4025612008285111,"fraud_Rodriguez, Yost and Jenkins",misc_net,2.03,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,0cd10385dcf7c08e550fa8cfca3527ce,1377402469,41.849417,-79.16112700000001,0
202942,2020-08-31 15:42:48,376944481517097,fraud_Jacobi Inc,health_fitness,5.73,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,5de8c222605151d916eb8cf380f1d7f0,1377963768,29.598724,-88.96415999999999,0
46363,2020-07-07 01:34:47,340951438290556,"fraud_Cremin, Hamill and Reichel",misc_pos,28.41,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,9ce85231df6ed0a60dfc08603a40c932,1373160887,41.877566,-73.594759,0
91635,2020-07-22 22:32:46,4560004149983868183,fraud_Schmidt and Sons,shopping_net,60.7,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,21c4e8784585b6b2210c91f9deb37015,1374532366,38.489233,-104.949516,0
541251,2020-12-28 17:59:48,3559679414981506,"fraud_Daugherty, Pouros and Beahan",shopping_pos,2.35,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,1991-03-29,cdd3e7ff2e8ba57d8222257ce60419ce,1388253588,43.261439,-75.748367,0
365295,2020-11-09 22:44:27,3500969075198072,"fraud_Cronin, Kshlerin and Weber",health_fitness,46.95,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,0006b1989eb0757e7123341b14ff190f,1384037067,47.990909,-117.515369,0
474606,2020-12-14 05:30:37,30197398657930,fraud_Bednar Group,misc_net,4.67,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,c283d5f3db4da1d27fcd1b1969cc606c,1386999037,35.592726,-77.890814,0
69606,2020-07-14 21:49:20,4599285557366057,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,22.54,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,1997-11-18,2cb6f711efefde2c0c1cf89aa30069d7,1373838560,38.400212,-98.037277,0
456027,2020-12-09 16:21:05,4745996322265,"fraud_Feil, Hilpert and Koss",food_dining,60.69,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,36c642762cb1743287db79e346e4cb40,1386606065,42.273286,-86.944691,0
375611,2020-11-15 01:06:41,4410582919485061752,"fraud_Weimann, Kuhic and Beahan",shopping_pos,5.09,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",1969-03-02,df3c30f1f8f0df52f78ff3439ec7fcb5,1384477601,31.642587,-81.883873,0
12435,2020-06-25 08:11:26,3514865930894695,"fraud_Willms, Kris and Bergnaum",shopping_pos,5.97,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,fd07c60c5d0633e4c0d7d0960046af83,1372147886,33.815357,-106.379096,0
191024,2020-08-27 06:15:35,3519232971341141,fraud_Koepp-Witting,grocery_pos,133.13,Michael,Jones,M,754 Smith Isle,Amsterdam,OH,43903,40.4731,-80.9596,2208,Mental health nurse,1961-09-10,a408281072289512305a21040cb7eda9,1377584135,41.094233,-79.971436,0
318182,2020-10-20 05:55:51,30131826429364,"fraud_Yost, Block and Koepp",misc_pos,11.2,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,0a8015595fc82b7dace12edcd96d1fa3,1382248551,35.959918,-83.790379,0
133429,2020-08-06 23:30:47,4044436772018844508,fraud_Homenick LLC,personal_care,53.64,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,1970-11-09,2ee2254b233d71d2d010f0a96ff25ac9,1375831847,40.570061,-83.868421,0
516663,2020-12-22 20:15:03,379897244598068,fraud_Eichmann-Kilback,home,147.98,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,1930-02-28,07d3c2af94982d9e60d471bf811e4784,1387743303,38.237041,-85.590907,0
511726,2020-12-22 00:12:37,4957924165498,fraud_Barrows PLC,shopping_pos,4.3,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,1955-12-04,967e82bf5889eeee200802fc69924e73,1387671157,40.469595,-101.90272,0
51967,2020-07-09 01:08:11,36078114201167,fraud_Padberg-Welch,grocery_pos,156.64,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,b3166ca7d6fa6544df129cd5e6523d7b,1373332091,37.424457,-83.780314,0
67425,2020-07-14 10:08:05,38859492057661,fraud_Buckridge PLC,misc_pos,3.64,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,1962-01-19,4f909caf8a79f35e00a9541f2abb8db3,1373796485,41.755439,-112.209375,0
305968,2020-10-14 21:27:03,213153151785052,fraud_Johns-Hoeger,entertainment,3.56,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,ba22f09d83334afdfe2e25fc685682b4,1381786023,45.323364,-90.551289,0
256299,2020-09-22 21:26:00,4681699462969,fraud_Mayert Group,shopping_pos,13.53,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,82be6bfca832605ed8e8049b3485b842,1379885160,35.114551,-85.66373,0
166277,2020-08-18 08:53:11,4736845434667908128,"fraud_Baumbach, Feeney and Morar",shopping_net,287.29,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,c427a74dc8f3fdf0148d70256ce95e88,1376815991,45.710455,-73.175441,0
479092,2020-12-14 21:42:16,3502088871723054,fraud_Homenick LLC,personal_care,4.51,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,7e68b6edf990ddde5f0492ed4c90136c,1387057336,40.027882,-76.66037,0
485748,2020-12-15 23:32:55,4736845434667908128,"fraud_Hills, Hegmann and Schaefer",health_fitness,18.56,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,c6a9e263cfc1addbdda8fad8dbb1d764,1387150375,44.220565,-73.189771,0
94953,2020-07-24 12:57:09,30357372465631,fraud_Torphy-Kertzmann,health_fitness,11.23,John,Nichols,M,00821 Joanna Meadow,Dalton,WI,53926,43.6718,-89.1918,1628,Civil Service fast streamer,1967-09-30,cbb060e68c9fd172a53d5fccec2e2cf6,1374670629,43.430492,-89.634899,0
532665,2020-12-27 06:55:24,377834944388609,"fraud_Lockman, West and Runte",grocery_pos,99.62,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,4228a23183600d212a83fbdd0920c60f,1388127324,35.863386,-94.438144,0
509319,2020-12-21 16:48:43,4010002218955876,fraud_Kutch-Ferry,home,75.87,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,1983-08-24,4bb87c730ee54cc2c7d52e3e4c5ac114,1387644523,30.724635,-95.910421,0
325276,2020-10-23 19:04:06,213180742685905,fraud_Waelchi-Wolf,kids_pets,40.22,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,8ad010b16863f816c960762bf3a1d4e0,1382555046,39.863078,-123.12959,0
503266,2020-12-20 16:48:58,6011367958204270,fraud_McKenzie-Huels,food_dining,35.75,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,2fd36488c9349d93f6bef5b6dfd06dc3,1387558138,41.611837,-82.531798,0
253612,2020-09-21 23:33:06,4904681492230012,fraud_Weimann-Lockman,kids_pets,22.26,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,6d2c224742138ea4beb5c9a52f745052,1379806386,41.451797,-73.442161,0
492114,2020-12-17 22:50:41,3560697798177746,fraud_Stark-Koss,home,23.61,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,e82f4b986390bc76b0075478e215c870,1387320641,33.714888,-115.795733,0
551378,2020-12-30 17:38:40,2720012583106919,fraud_Schulist Ltd,food_dining,57.49,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,b06686d0c4e9872724fce1e70524bc38,1388425120,42.567452,-102.694918,0
116159,2020-08-01 03:40:24,4897067971111209737,fraud_McCullough Group,grocery_net,34.85,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,25256fc3be1d45c975e1946981e7f063,1375328424,28.230211,-83.274493,0
69798,2020-07-14 22:45:44,6544734391390261,fraud_Douglas-White,entertainment,37.58,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,4dcffb069768adc62e8d56f8a5495d3e,1373841944,40.698141,-87.421011,0
284146,2020-10-05 14:37:36,30143535920989,fraud_Huel Ltd,misc_net,5.0,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,df09c7288890404e7253cb79e7df7f9c,1380983856,39.014973,-75.291576,0
401508,2020-11-25 22:02:57,2264937662466770,fraud_Kautzer and Sons,personal_care,44.9,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,fd6cd2376678f57cabd86d50a2acda55,1385416977,30.179304,-98.256159,0
212562,2020-09-04 12:45:38,180056173248083,fraud_Terry Ltd,home,40.55,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,e070382f906db702b53e3cf94b76f460,1378298738,42.45005,-85.568122,0
337315,2020-10-28 13:21:59,4518350514020532,fraud_Schuppe LLC,entertainment,78.62,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1993-02-26,70f2c353ba4c5f5408b116af12ecc5b9,1382966519,26.924222,-82.083189,0
477616,2020-12-14 16:58:30,3521417320836166,"fraud_Streich, Rolfson and Wilderman",kids_pets,81.4,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,d53df5f2b212926d0d7191be9c1db2bd,1387040310,40.662051,-85.97649399999999,0
81698,2020-07-19 22:16:18,3583793405872580,"fraud_Lehner, Reichert and Mills",misc_pos,12.02,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,2da29908192e16ccd26451fc5ff9cb0c,1374272178,34.7421,-99.804295,0
